"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","佃","月島",2,63000000,"２ＬＤＫ",55,"2011年","ＲＣ","","住宅","商業",80,600,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","佃","月島",3,1500000,"１Ｒ",25,"1973年","ＳＲＣ","住宅","住宅","商業",80,600,"2021年第3四半期","未改装","関係者間取引"
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","佃","月島",1,37000000,"１ＬＤＫ",35,"1997年","ＳＲＣ","","その他","２種住居",80,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋大伝馬町","小伝馬町",2,27000000,"",25,"2013年","ＲＣ","住宅","住宅","商業",80,600,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋大伝馬町","馬喰横山",3,44000000,"１ＬＤＫ",40,"2012年","ＲＣ","住宅","住宅","商業",80,600,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋蛎殻町","水天宮前",3,68000000,"２ＬＤＫ",55,"2003年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋蛎殻町","水天宮前",4,36000000,"１Ｋ",25,"2012年","ＲＣ","住宅","住宅","商業",80,600,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋蛎殻町","水天宮前",3,24000000,"１Ｋ",20,"2005年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋蛎殻町","水天宮前",2,88000000,"３ＬＤＫ",65,"2015年","ＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋蛎殻町","水天宮前",2,20000000,"１Ｋ",20,"2004年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋蛎殻町","水天宮前",2,37000000,"１ＬＤＫ",35,"1997年","ＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋蛎殻町","水天宮前",2,22000000,"１Ｋ",20,"2004年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋蛎殻町","水天宮前",1,63000000,"３ＬＤＫ",60,"1998年","ＲＣ","住宅","住宅","商業",80,700,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋蛎殻町","水天宮前",3,20000000,"１Ｋ",20,"2006年","ＲＣ","","住宅","商業",80,700,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋蛎殻町","水天宮前",3,23000000,"１Ｋ",20,"2006年","ＲＣ","住宅","住宅","商業",80,700,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋兜町","茅場町",3,34000000,"１Ｋ",25,"2008年","ＲＣ","住宅","住宅","商業",80,600,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋兜町","茅場町",2,49000000,"１ＬＤＫ",40,"2015年","ＲＣ","","住宅","商業",80,600,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋兜町","茅場町",1,30000000,"１Ｋ",25,"2003年","ＲＣ","住宅","住宅","商業",80,600,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋茅場町","茅場町",2,30000000,"１Ｋ",20,"2002年","ＳＲＣ","住宅","住宅","商業",80,600,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋茅場町","茅場町",2,26000000,"",20,"2006年","ＲＣ","","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋小網町","人形町",3,98000000,"３ＬＤＫ",65,"2013年","ＲＣ","住宅","","商業",80,600,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋小舟町","人形町",4,35000000,"１Ｋ",25,"2015年","ＲＣ","","住宅","商業",80,600,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋小舟町","人形町",6,36000000,"１ＬＤＫ",40,"2001年","ＳＲＣ","住宅","住宅","商業",80,600,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋富沢町","小伝馬町",5,23000000,"１Ｋ",20,"2002年","ＲＣ","","その他","商業",80,600,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋富沢町","人形町",5,50000000,"１ＬＤＫ",40,"2012年","ＲＣ","","住宅","商業",80,600,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋富沢町","馬喰横山",3,72000000,"２ＬＤＫ",60,"2006年","ＲＣ","住宅","住宅","商業",80,600,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋中洲","水天宮前",5,8400000,"オープンフロア",25,"1979年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋中洲","水天宮前",4,35000000,"１ＤＫ",30,"2004年","ＳＲＣ","住宅","住宅","商業",80,700,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋中洲","水天宮前",4,68000000,"３ＬＤＫ",60,"1998年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋中洲","水天宮前",5,53000000,"２ＬＤＫ",55,"2008年","ＲＣ","住宅","住宅","商業",80,700,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋人形町","水天宮前",1,24000000,"１Ｋ",20,"2003年","ＳＲＣ","","住宅","商業",80,700,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋人形町","人形町",3,37000000,"１ＬＤＫ",35,"2001年","ＳＲＣ","住宅","住宅","商業",80,600,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋人形町","人形町",1,44000000,"１ＬＤＫ",45,"2005年","ＲＣ","住宅","住宅","商業",80,700,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋人形町","人形町",3,73000000,"２ＬＤＫ",55,"2013年","ＲＣ","住宅","住宅","商業",80,600,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋人形町","人形町",1,47000000,"１ＬＤＫ",40,"2008年","ＲＣ","","住宅","商業",80,700,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋人形町","人形町",3,26000000,"１Ｋ",20,"2003年","ＳＲＣ","住宅","住宅","商業",80,700,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋箱崎町","水天宮前",2,73000000,"３ＬＤＫ",75,"2014年","ＲＣ","","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋箱崎町","水天宮前",2,75000000,"３ＬＤＫ",65,"2012年","ＲＣ","","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋箱崎町","水天宮前",4,23000000,"１Ｋ",20,"1999年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋箱崎町","水天宮前",7,45000000,"１ＬＤＫ",45,"1999年","ＲＣ","住宅","その他","商業",80,700,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋箱崎町","水天宮前",3,34000000,"１Ｋ",25,"2018年","ＲＣ","","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋箱崎町","水天宮前",3,70000000,"２ＬＤＫ",65,"2001年","ＳＲＣ","","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋浜町","水天宮前",4,28000000,"１Ｋ",20,"2004年","ＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋浜町","水天宮前",4,27000000,"１Ｋ",20,"2004年","ＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋浜町","水天宮前",4,74000000,"２ＬＤＫ",65,"2011年","ＲＣ","","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋浜町","浜町",4,46000000,"１ＬＤＫ",35,"2008年","ＲＣ","住宅","住宅","商業",80,700,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋浜町","浜町",3,23000000,"１Ｋ",20,"2004年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋浜町","浜町",6,45000000,"２ＤＫ",35,"2004年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋浜町","浜町",2,62000000,"１ＬＤＫ",55,"2005年","ＲＣ","住宅","住宅","商業",80,700,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋浜町","浜町",6,39000000,"１ＬＤＫ",40,"2006年","ＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋浜町","浜町",3,28000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","商業",80,700,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋浜町","浜町",5,33000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋浜町","浜町",2,14000000,"２ＬＤＫ",40,"1974年","ＳＲＣ","住宅","住宅","商業",80,700,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13102","東京都","中央区","日本橋浜町","浜町",3,50000000,"１ＬＤＫ",40,"2004年","ＲＣ","住宅","住宅","商業",80,700,"2021年第3四半期","改装済み",""
